2019-12-21 20:24:08,13,4*4,computer,human,2 to 11
2019-12-21 20:24:59,29,4*4,human,computer,14 to 2
2019-12-21 20:25:42,10,4*4,computer,human,Human gave up.
2019-12-21 23:25:45,3,4*4,computer,human,Human gave up.
2019-12-21 23:26:53,64,4*4,computer,human,1 to 15
